,ID,characteristics_of_deformation,country,deformation_observation,duration_of_observation,geodetic_measurements,inferred_causes,latitude,longitude,measurement_methods,name,references,volcano_number,image_url,Area
716,4014,"<p>Mauna Loa is currently in its longest period of repose in the last 200 years, with its last eruption occurring in 1984. However there was an observed increase in seismicity beginning in March 2013 with a slow inflation starting in early 2014. As of July 2014, InSAR and GPS data indicate subtle inflationary deformation, although inflation rates are a lot less than those observed before and after the 1984 eruption. These rates are also far less than during the 2002-2009 unrest. (Thelen et al., 2014).<br />
The inflation is consistent with pressurisation of the known 3-5 km deep magma storage area beneath Mauna Loa&#8217;s caldera.  (Thelen et al., 2014).<br />
InSAR studies covering the period between 2002 and 2005 suggest a  depth to the magma chamber of 4.7 km below the summit, with a radius of 1.1 km, and a dike intrusion at 4-8 km depth and 8 km length. (La Marra et al., 2015).<br />
The summit area of Mauna Loa has undergone a long term inflation between 2003 and 2014, with a peak of about 8 cm of vertical deformation between mid-2004 and mid-2005, especially on the summit. Part of this deformation may be related to the instability of the flank. La Marra et al. (2015) identified several distinct periods with linear deformation behavior. (La Marra et al., 2015).</p>
",United States,Yes,"1995-present (GPS), 2000-2010 (InSAR)",Yes,"Magmatic, Faulting/tectonics",19.475,-155.608,"InSAR, GPS - continuous, Tiltmeter",Mauna Loa,"[Thelen, W.A., Poland, M.P. and Miklius, A., 2014, December. Seismic and Geodetic Observations of Recent Unrest at Mauna Loa Volcano. In AGU Fall Meeting Abstracts (Vol. 1, p. 07)., La Marra, D., Poland, M., Miklius, A. and Acocella, V., 2015, April. SBAS-InSAR analysis of a decade of surface deformation at Mauna Loa (Hawai'i): Preliminary results. In EGU General Assembly Conference Abstracts (Vol. 17, p. 928).]",332020,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sorikmarapi/sorikmarapi_164D_08941_131113.jpg,Hawaii and Pacific Ocean
717,3380,"<p>ALOS InSAR time series survey (2007-2011) reveals subsidence at a rate of 3.5 cm/yr over lava flows emplaced during 2006 on the SE flank (<em>Morales et al.</em>, 2015).<br />
No significant surface deformation was observed within the accuracy of the campaign GPS measurements (<em>Vajda et al.</em>, 2012).</p>
",Philippines,Yes,"1992-1996 (GPS campaigns), 2007-2011 (InSAR)",Yes,"Surface deposits, Subsidence of lava flows",13.257,123.685,"InSAR, GPS - campaign, GPS - campaigns, InSAR",Mayon,"[Morales Rivera, A.M., Amelung, F., Eco, R. (2015). Volcano deformation and modeling on active volcanoes in the Philippines from ALOS InSAR time series. Proceedings of the Fringe 2015 Workshop, ESA SP-731 (CD-ROM), ESA Publications Division, European Space Agency, Peter Vajda, Ilya Prutkin, Robert Tenzer, Gerhard Jentzsch (2012). Inversion of temporal gravity changes by the method of local corrections: A case study from Mayon volcano, Philippines. Journal of Volcanology and Geothermal Research, Volumes 241–242, Pages 13-20, ISSN 0377-0273, http://dx.doi.org/10.1016/j.jvolgeores.2012.06.020.]",273030,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sotara/sotara_142D_08745_131313.jpg,Philippines and SE Asia
718,3099,"<p>GNS conducts permanent <a style=""color: #8d0020;"" href=""http://www.gns.cri.nz/Home/Our-Science/Natural-Hazards/Volcanoes/Volcano-Monitoring"" target=""_self"">volcanic monitoring</a> and surveillance at all active and potentially active volcanoes in New Zealand.</p>
",New Zealand,No,Continuous,Yes,,-37.28,176.25,"InSAR, GPS - campaign, Levelling, EDM",Mayor Island,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=241021, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=241010]",241021,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/south_island/south-island_152D_08715_131313.jpg,New Zealand to Fiji
719,1945,,France,,,No,,-12.83,45.17,No measurements,Mayotte Island,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=222005]",233005,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/spectrum_range/spectrum-range_101D_03363_131313.jpg,Middle East and Indian Ocean
720,5277,"<p>McDonald Islands volcano has records of historical activity, with eruptions as recent as 2012. These volcanoes are basaltic to Phonolitic in composition, with a Holocene record of eruptions of VEI 0 to 2, indicating predominantly effusive to mildly explosive activity (Brown et al., 2015).</p>
",Australia,,,No,,-53.03,72.6,No measurements,McDonald Islands,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=234011, Regional and country profiles of volcanic hazard and risk. Report IV of the GVM/IAVCEI contribution to the Global Assessment Report on Disaster Risk Reduction 2015<br />
S.K. Brown, R.S.J. Sparks, K. Mee, C. Vye-Brown, E. Ilyinskaya, S. Jenkins, S.C. Loughlin<br />
http://www.preventionweb.net/english/hyogo/gar/2015/en/bgdocs/risk-section/GVMd.%20Global%20Volcanic%20Hazards%20and%20Risk%20Country%20volcanic%20hazard%20and%20risk%20profiles..pdf]",234011,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/spokoiny/spokoiny_060D_03181_131009.jpg,Middle East and Indian Ocean
721,636,,Canada,,,No,,50.63,-1235.0,No measurements,Meager,"[Hickson C J, Edwards B R, 2001. Volcanoes and Volcanic Hazards in Canada. In; Brooks G R (ed) {A Synthesis of Geological Hazards in Canada}, Geol Surv Can Bull, 548: 1-248]",320180,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/stromboli/stromboli_124D_05178_010601.jpg,Canada and Western USA
722,181,"<p>Levelling lines were first established at Medicine Lake in 1954. These lines were resurveyed in 1988 &#8211; 1990 (Dzurisin et al. 1991) revealing volcano wide subsidence of over 30 cm at an average rate of <span style=""color: #000000;"">−0.86 ± 0.09 cm/yr (Dzurisin et al. 2002)</span>. In order to constrain horizontal displacements at the volcano, campaign GPS surveys were carried out in <span style=""color: #2e2e2e;"">1996, 1999, 2000, 2003, and 2004. These measurements show that vertical displacements are ~3 times larger than horizontal displacements (Poland et al. 2006). InSAR measurements made between 1993 &#8211; 2000 support the observation of subsidence at a rate of ~ 1 cm/yr. </span><br />
<span style=""color: #2e2e2e;""><span style=""color: #333333;"">In 2005-2006 3 GPS receivers were installed to make up the continuous monitoring network at Medicine Lake </span>(CalVO website) (http://earthquake.usgs.gov/monitoring/gps/NCalifornia/). Further InSAR measurements </span>spanning 2003 &#8211; 2011 show that deformation continues at a constant rate (Parker et al. 2014).<br />
The best fitting analytical models to all datasets suggest that the source is a horizontal sill located at 9 &#8211; 11 km depth, although whether this circular or tabular is not constrained. The rate of volume change is inferred to be -0.001 &#8211; -0.003 km³/yr. The exact cause of deformation is uncertain, but is suggested to be a combination of tectonic extension, gravitational loading, plus volume loss at depth, most likely due to cooling and crystallisation of cooling magma.<br />
&nbsp;</p>
",United States,Yes,"1954, 1988 - 1990, 1996 - present",Yes,Uncertain,41.611000000000004,-121.554,"InSAR, GPS - continuous, GPS - campaign, Levelling",Medicine Lake,"[Dzurisin, D., Donnelly-Nolan, J. M., Evans, J. R., Walter, S. R., 1991, Crustal subsidence, seismicity, and structure near Medicine Lake Volcano, California, Journal of Geophysical Research, 96., Dzurisin, D., Poland, M. P., Burgmann, R., 2002, Steady subsidence of Medicine Lake volcano, northern California, revealed by repeated leveling surveys, Journal of Geophysical Research, 107., Poland, M., Burgmann, R., Dzurisin, D., Lisowski, M., Masterlark, T., Owen, S., Fink, J., 2006, Constraints on the mechanism of long-term, steady subsidence at Medicine Lake volcano, northern California, from GPS, leveling, and InSAR, Journal of Volcanology and Geothermal Research, 150., Parker, A. L., Biggs, J. Lu, Z., 2014, Investigating long-term subsidence at Medicine Lake Volcano, CA, using multitemporal InSAR, Geophysical Journal International, 199., USGS California Volcano Observatory (CalVO) website<br />
http://volcanoes.usgs.gov/volcanoes/medicine_lake/medicine_lake_monitoring_67.html]",323020,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/stromboli/stromboli_044A_05129_010307.jpg,Canada and Western USA
723,510,"<p>No studies have ever published geodetic data for Mega Basalt Field (also known as Dukana Volcanic Field).</p>
",Ethiopia-Kenya,,,No,,4.08,37.42,No measurements,Mega Basalt Field,[NASA Landsat7 image (worldwind.arc.nasa.gov)],221330,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/suchitan/suchitan_128D_07531_131313.jpg,Africa and Red Sea
724,4098,,France,,,No,,-17.874000000000002,-148.06799999999998,No measurements,Mehetia,"[Global Volcanism Program, 2013. [Mehetia (333040)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 21 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=333040]).<br />
]",333040,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/suchitan/suchitan_026D_07514_131212.jpg,Hawaii and Pacific Ocean
725,1540,"<p>There have been no geodetic measurements at the 5000 sq km Meidob Volcanic Field, which contains nearly 700 vents. The youngest dated eruptions are thought to be from around 5000 years ago, which produced a lava flow and tuff ring.</p>
",Sudan,,,No,,15.32,26.47,No measurements,Meidob Volcanic Field,"[Franz G, Breitkreuz C, Coyle D A, Bushra El Hur, Heinrich W, Paulick H, Pudlo D, Smith R, Steiner G, 1997. The alkaline Meidob volcanic field (Late Cenozoic, northwest Sudan). J African Earth Sci, 25: 263-921., NASA Space Shuttle image STS073-713-87, 1995 (http://eol.jsc.nasa.gov/).]",225050,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sumaco/sumaco_142D_08947_131313.jpg,Africa and Red Sea
726,1435,,Antarctica,,,No,,-74.35,149.7,No measurements,Melbourne,"[Smithsonian Institution Global Volcanism Program<br />
http://volcano.si.edu/volcano.cfm?vn=390015]",390015,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sumaco/sumaco_142D_09147_131313.jpg,Antarctica
727,5085,"<p>No deformation was detected at Melimoyu volcano during ERS and ALOS surveys of the Southern Andes (Pritchard and Simons, 2004; Fournier et al., 2010; Pritchard et al., 2013).</p>
",Chile,No,"1993-1999 (ERS), 2006-2010 (ALOS)",Yes,,-44.08,-72.88,InSAR,Melimoyu,"[Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the southern Andes, Geophys. Res. Lett., 31, L15610, doi:10.1029/2004GL020545., Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />
]",358052,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sumbing/sumbing_076D_09725_121107.jpg,South America
728,1511,,Antarctica,,,No,,-62.02,-57.67,No measurements,Melville,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=390847]",390847,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sumbing/sumbing_091D_09275_091005.jpg,Antarctica
729,3201,"<p>Between 1997 &#8211; 2000 one ERS interferogram measured 3 cm of subsidence (Biggs et al 2009). This signal was modelled as a penny shaped crack source geometry, with diameter of 5.5 km at a depth of 1.5 km.<br />
Robertson (2015) looked at ALOS interferograms between 2003 &#8211; 2010, but no deformation was recorded (within a 0.66 cm/yr deformation threshold).</p>
",Kenya,Yes,"October 1997 - September 2000, 2003 - 2010",Yes,,-0.2,36.07,InSAR,Menengai,"[Robertson, E. 2015. Magma storage and transport at Kenyan Rift volcanoes: a remote sensing perspective. Chapter 2. Ph.D Thesis, University of Bristol, UK., Smithsonian Institution Global Volcanism Program<br />
http://volcano.si.edu/volcano.cfm?vn=222060 ]",222060,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/sundoro/sundoro_076D_09725_121107.jpg,Africa and Red Sea
730,5091,"<p>No deformation was detected at Mentolat volcano during ERS and ALOS surveys of the Southern Andes (Pritchard and Simons, 2004; Fournier et al., 2010; Pritchard et al., 2013).</p>
",Chile,No,"1993-1999 (ERS), 2006-2010 (ALOS)",Yes,,-44.7,-73.08,InSAR,Mentolat,"[Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the southern Andes, Geophys. Res. Lett., 31, L15610, doi:10.1029/2004GL020545.<br />
, Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />
]",358054,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/suoh/suoh_120D_09443_131313.jpg,South America
731,5317,"<p>There have been no geodetic measurements at Meru stratovolcano.</p>
",Tanzania,,,No,,-3.25,36.75,No measurements,Meru,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=222160]",222160,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/suswa/suswa_152D_09114_131313.jpg,Africa and Red Sea
732,1782,,Greece,,,No,,37.615,23.336,No measurements,Methana,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=212020]",212020,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/taapaca/taapaca_054D_10879_131313.jpg,Mediterranean and W. Asia
733,5100,"<p>No deformation was detected at Meullín volcano during ERS and ALOS surveys of the Southern Andes (Pritchard and Simons, 2004; Fournier et al., 2010; Pritchard et al., 2013).</p>
",Chile,No,"1993-1999 (ERS), 2006-2010 (ALOS)",Yes,,-45.22,-73.05,InSAR,Meullín,"[Pritchard, M. E., and M. Simons (2004), An InSAR-based survey of volcanic deformation in the southern Andes, Geophys. Res. Lett., 31, L15610, doi:10.1029/2004GL020545.<br />
, Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />
]",358064,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/taburete/taburete_128D_07650_030403.jpg,South America
734,2432,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,,,No,,57.47,126.25,InSAR,Mezhdusopochny,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300570]",300570,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tacora/tacora_054D_10879_131313.jpg,Kamchatka and Mainland Asia
735,1486,,United Kingdom,,,No,,-57.787,-26.46,No measurements,Michael,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=390090]",390090,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/tacora/tacora_054D_10681_131313.jpg,Antarctica
