jasmin_name,name,ID,country,geodetic_measurements,deformation_observation,duration_of_observation,characteristics_of_deformation,latitude,longitude,measurement_methods,inferred_causes,references,Area,frames
kilimanjaro,Kilimanjaro,222150,Kenya,Yes,No,"1999, 2000 & 2001.","<p>Mt. Kilimanjaro has been occupied by 11 or more GPS stations for the purpose of observing the stratovolcanoes glaciers (Thompson et al., 2002) or height determination. There have been no published results on deformation. The last known eruption at this volcano is unknown.</p>
",3.07,37.35,GPS - campaign,,"['Thompson, Lonnie G., Ellen Mosley-Thompson, Mary E. Davis, Keith A. Henderson, Henry H. Brecher, Victor S. Zagorodnov, Tracy A. Mashiotta et al. ""Kilimanjaro ice core records: evidence of Holocene climate change in tropical Africa."" Science 298, no. 5593 (2002): 589-593.', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=222150', 'Photo by National Aeronautical and Space Administration (NASA), 1984.']",Kamchatka and Mainland Asia,
kinenin,Kinenin,300551,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",57.35,160.97,InSAR,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300551']",Africa and Red Sea,
kiska,Kiska,311020,United States,Yes,Yes,1995 - 2009,"<p>Between 1999 &#8211; 2000, Kiska volcano subsided by up to 7 cm (volume decrease 0.00003 km³). Interferograms spanning 2000 &#8211; 2001 suggest that subsidence continued but at a lower rate (maxmimum displacements ~2 cm). During 2004 &#8211; 2005, no deformation occured, but in 2005 &#8211; 2006 the summit area of the volcano uplifted by 3 &#8211; 4 cm (volume increase 0.00001 km³). The volcano then again subsided between 2006 &#8211; 2008 by ~3 cm (volume decrease 0.000005 km³). Overall these observations suggest that during times of quiescence, Kiska alternately uplifts and subsided, with a subsidence prevailing in the long term.<br />
Deformation at Kiska volcano is modelled as a point source. This source is located 0.7 &#8211; 1 km below the summit, which suggests that deformation occurs due to pressure changes in the shallow hydrothermal system within the edifice. Uplift occurs when there is a heat flux into the self-sealed reservoir, increasing pore fluid pressure. Subsidence occurs when there is failure of the reservoir.</p>
",52.103,177.602,InSAR,Hydrothermal,"['Lu Z., Masterlark, T., Power, J., Dzurisin, D., & Wicks, C. (2002c), Subsidence at Kiska volcano, western Aleutians, detected by satellite radar interferometry. Geophysical Research Letters, 29, doi:10.1029/2002GL014948.', 'Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Kiska']",Alaska,
kizimen,Kizimen,300230,Russia,Yes,Yes,1992 to 2003; 2008 to 2010,"<p><span style=""color: #2e2e2e;"">The eruption at Kizimen volcano began around mid-November of 2010, and finished on December 9th 2012. There is no ground-based deformation monitoring network on Kizimen volcano due to its remoteness, persistently inclement weather, and difficult logistics.</span><br />
<span style=""color: #2e2e2e;"">More than 6 cm of surface displacement in the satellite&#8217;s line-of-sight (LOS) direction is mapped from multi-temporal InSAR images acquired from 2008 to 2010 (Ji et al., 2013). The authors &#8220;preferred explanation is that a magma-filled dike intruded beneath volcano, causing a broad pattern of surface deformation and eventually triggering the eruption that began in mid-November 2010&#8221;.</span><br />
<span style=""color: #2e2e2e;"">The authors model the deformation with &#8220;20 cm of opening of a nearly vertical dike [&#8230;] The model dike is approximately 14 km long, 10 km high, centered 13 km beneath Kizimen, and strikes NE–SW. Time-series analysis of multi-temporal interferograms indicates that (1) intrusion started sometime between late 2008 and July 2009, (2) continued at a nearly constant rate, and (3) resulted in a volume expansion of 3.2 × 10</span><sup style=""color: #2e2e2e;"">7</sup><span style=""color: #2e2e2e;""> m</span><sup style=""color: #2e2e2e;"">3</sup><span style=""color: #2e2e2e;""> by September 2010, i.e., about two months before the onset of the 2010 eruption&#8221;.</span></p>
",55.131,160.32,InSAR,,"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300230', 'Ji, L., Z. Lu, D. Dzurisin, and S. Senyukov (2013), Pre-eruption deformation caused by dike intrusion beneath Kizimen volcano, Kamchatka, Russia, observed by InSAR, J. Volc. Geother. Res., 256, 87-95, doi:10.1046/j.1365-246X.2000.00218.x.', 'Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm']",Alaska,
klabat,Klabat,266120,Indonesia,No,,,,1.454,125.031,No measurements,,"['Global Volcanism Program, 2013. Klabat (266120) in Volcanoes of the World, v. 4.8.2. Venzke, E (ed.). Smithsonian Institution. Downloaded 03 Sep 2019 (https://volcano.si.edu/volcano.cfm?vn=266120). https://doi.org/10.5479/si.GVP.VOTW4-2013']",Africa and Red Sea,
klyuchevskoy,Klyuchevskoy,300260,Russia,Yes,Yes,1992 to 2003,"<p><span style=""color: #000000;"">Fedotov and Zharinov (2007) present results from leveling surveys at Klyuchevskoy. </span>A geodetic network was established on the northeastern flank and includes triangulation stations and leveling lines. The benchmarks were installed on the Kirgurich leveling line in 1978, and the first leveling was carried out in 1979. The leveling between 1979 and 1989 was conducted from the initial benchmark situated at a distance of 31 km from the volcano crater. The authors conducted repeated surveys in 2001-2005 and show &#8220;considerable changes in vertical elevation were detected before the Predskazannyi Eruption between March 6 and June 28, 1983, as well as in 2001 to 2005&#8221;.<br />
&nbsp;<br />
<span style=""color: #2e2e2e;"">Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. A complete list is found in GSA Data Repository Item 2004139.</span></p>
",56.056000000000004,160.642,"InSAR, Levelling",,"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300260', 'Fedotov, S. A., and N. A. Zharinov (2007), On the eruptions, deformation, and seismicity of Klyuchevskoy volcano, Kamchatka in 1986-2005 and the mechanisms of its activity, J. Volcanol. Seismol., 1, 71-97, doi:10.1134/S0742046307020017', 'Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm']",Africa and Red Sea,
kolbeinsey_ridge,Kolbeinsey Ridge,375010,Iceland,No,No,,"<p><span style=""color: #000000;""><a style=""font-weight: inherit; font-style: inherit; color: #0062a0 !important;"" href=""http://en.vedur.is/"" target=""_blank"">The Icelandic Meteorological Office (IMO)</a></span><span style=""color: #000000;""> leads long-term monitoring of geohazards in Iceland and is responsible for maintaining instrument networks for this purpose. FutureVolc detail a <a href=""http://futurevolc.hi.is/node/18"">description of in-situ monitoring networks in Iceland and available results</a>. In-situ instrumentation to monitor geological hazards in Iceland includes seismic, GPS, strain, hydrological, radar, infrasound networks, and scanning DOAS spectrometers. With InSAR, t<span style=""color: #333333;"">he volcanoes in Iceland are not covered by a single systematic study but 85% of them have been included in separate studies of volcanic, seismic, cryospheric or geothermal processes (Biggs et al., 2014).</span></span></p>
",66.67,-18.5,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=375010'],Alaska,
kolokol_group,Kolokol Group,290120,Russia,No,,,,46.042,150.05,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=290120'],Kamchatka and Mainland Asia,
komarov,Komarov,300220,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",55.033,160.725,InSAR,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300220']",Mediterranean and W. Asia,
kone,Kone,221200,Ethiopia,Yes,No,"1997-2000, 2004-2010","<p>Between 1997-2000 ERS interferograms showed no deformation associated with the Kone volcanic complex. The 2004-2010 ENVISAT interferograms also showed no deformation (Biggs et al., 2011).</p>
",8.8,39.692,InSAR,,"['Biggs, J., I. D. Bastow, D. Keir, and E. Lewi (2011), Pulses of deformation reveal frequently recurring shallow magmatic activity beneath the Main Ethiopian Rift, Geochem. Geophys. Geosyst., 12, Q0AB10, doi:10.1029/2011GC003662.', 'Siebert, L., and T. Simkin (2002), Volcanoes of the World: An Illustrated Catalogue of Holocene Volcanoes and Their Eruptions, Global Volcanism Program Digital Inf. Ser., GVP‐3, Smithsonian Inst., Washington, D. C. [Available at http://www.volcano.si.edu/world/.]']",Kamchatka and Mainland Asia,
koniuji,Koniuji,311140,United States,No,,,,52.22,-175.13,No measurements,,['U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Koniuji'],Kamchatka and Mainland Asia,
,Kookooligit Mountains,314050,United States,No,,,,63.6,-170.43,No measurements,,['U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Kookooligit%20Mountains'],Kamchatka and Mainland Asia,
korath_range,Korath Range,221320,Ethiopia,No,Yes,,,5.1,35.88,No measurements,,"['Lenhardt, N., & Oppenheimer, C. (2014). Volcanism in Africa: geological perspectives, hazards, and societal implications. Extreme natural hazards, disaster risks and societal implications. Cambridge University Press IUGG Special Publication Series, Cambridge, 169-199.']",Iceland and Arctic Ocean,
korosi,Korosi,222054,Kenya,Yes,No,2004 - 2007,"<p><span style=""color: #333333;"">An InSAR study of volcanoes in the Kenyan Rift looked at deformation at Korosi between 2004 &#8211; 2007 using ALOS data using 3 interferograms. They did not show any displacement. </span></p>
",0.77,36.12,InSAR,,"['Robertson, E. 2015. Magma storage and transport at Kenyan Rift volcanoes: a remote sensing perspective. Chapter 2. Ph.D Thesis, University of Bristol, UK.', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://volcano.si.edu/volcano.cfm?vn=222054']",Kamchatka and Mainland Asia,
korovin,Korovin,311161,United States,Yes,Yes,1997 - 2007,"<p>Korovin is part of the Atka volcanic center and has been considered a satellite vent of Kliuchef. Kliuchef showed a small amount of localised subsidence during 1997–1998, 1998–1999, and 2004 – 2005. Uplift in this region was then observed during 1999 – 2000, 2003 – 2004 and again in June 2006 continuing until the time of the last InSAR observations.<br />
The source of deformation is located on the western flank of Kliuchef and Korovin lies on the edge of the deforming area. The source of uplift is located at 5 &#8211; 7 km depth. The rate of volume increase is seen to fluctuate and is superimposed upon a trend of steady increase at 0.005 km³/yr. Uplift is attributed to an intrusion of magma into a storage zone 5–8 km beneath the summit area. The source of subsidence is located 3 – 4 km below the surface, and is likely to be due to depressurisation caused by cooling and fluid loss from the uppermost part of the magma storage zone and/or the overlying hydrothermal system.<br />
&nbsp;</p>
",52.332,-174.137,InSAR,"Hydrothermal, Magmatic","['Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Korovin']",Indonesia,
koryaksky,Koryaksky,300090,Russia,Yes,Yes,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",53.321000000000005,158.71200000000002,No measurements,,"['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300090', 'Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.']",Kamchatka and Mainland Asia,
,Kos,212805,Greece,Yes,Yes,2003 to 2010,"<p>Sakkas et al. (2014): <span style=""color: #333333;"">The SE part of the Hellenic Volcanic Arc (HVA), including Kos, Yali and Nisyros islands, is geodynamically very active and of high tectonic unrest. The authors present ENVISAT InSAR data, which show LOS velocity field, with values ranging between -4 to +4 mm/yr, combined with small standard deviation velocity (&lt;1.4 mm/yr) and acceleration (-0.5 to 1.5 mm/yr2) values reveal an almost linear type of ground deformation. The strongest subsidence is associated with local geothermal areas, as well as rural areas due to intense water pumping. Motions along the main faulting zones have also been clearly identified.</span></p>
",36.852,27.250999999999998,InSAR,"Hydrothermal, Water pumping","['Sakkas, V., Novali, F., Lagios, E., Bellotti, F., Vassilopoulou, S., Damiata, B. N., & Allievi, J. (2014, July). Ground deformation study of KOS island (SE Greece) based on Squee-SAR™ interferometric technique. In Geoscience and Remote Sensing Symposium (IGARSS), 2014 IEEE International (pp. 4319-4322). IEEE.', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=212805']",Kamchatka and Mainland Asia,
